"Time","Acme Web CPU Usage","Acme Web Memory Usage","MongoDB CPU Usage","MongoDB Memory Usage","VM 1 Avg Host CPU Usage","VM 1 Host CPU 0 Usage","VM 1 Host CPU 1 Usage","VM 1 Host Mem Usage","VM 1 Host Mem Total","VM 2 Avg Host CPU Usage","VM 2 Host CPU 0 Usage","VM 2 Host CPU 1 Usage","VM 2 Host Mem Usage","VM 2 Host Mem Total"
2022-01-22 21:31:55,27,54509568,11,220475392,29,31,27,841281536,8346394624,17,17,18,990711808,8126898176
2022-01-22 21:32:00,29,55767040,11,220524544,32,33,31,841990144,8346394624,16,16,16,990449664,8126898176
2022-01-22 21:32:05,34,56299520,9.6,220655616,35,36,33,841314304,8346394624,15,15,15,991166464,8126898176
2022-01-22 21:32:10,31,56344576,11,220647424,28,28,28,841781248,8346394624,18,18,18,991449088,8126898176
2022-01-22 21:32:15,23,56913920,10,220672000,30,29,31,842166272,8346394624,18,17,19,992501760,8126898176
2022-01-22 21:32:20,26,57462784,11,221003776,30,32,29,842694656,8346394624,14,14,14,991719424,8126898176
2022-01-22 21:32:25,31,56913920,13,221024256,28,28,27,842702848,8346394624,17,17,17,992743424,8126898176
2022-01-22 21:32:30,27,56963072,11,221097984,31,31,31,843796480,8346394624,16,16,16,992755712,8126898176
2022-01-22 21:32:35,29,55963648,10,220995584,31,33,29,843014144,8346394624,13,13,13,992976896,8126898176
2022-01-22 21:32:40,30,56639488,8.6,221151232,28,30,26,842665984,8346394624,16,17,16,993009664,8126898176
2022-01-22 21:32:45,26,58220544,7.6,220958720,31,33,30,842870784,8346394624,16,16,16,993046528,8126898176
2022-01-22 21:32:50,29,55595008,9.2,220749824,30,30,29,844161024,8346394624,14,14,14,993038336,8126898176
2022-01-22 21:32:55,27,55619584,10,220659712,28,30,26,842264576,8346394624,15,15,15,993349632,8126898176
2022-01-22 21:33:00,27,56127488,8.7,220897280,30,30,30,842555392,8346394624,17,17,17,992792576,8126898176
2022-01-22 21:33:05,28,56856576,9.0,220807168,31,30,31,843423744,8346394624,13,14,13,992784384,8126898176
2022-01-22 21:33:10,23,57131008,9.7,220737536,26,28,24,843055104,8346394624,15,15,16,994131968,8126898176
2022-01-22 21:33:15,26,57131008,11,220852224,29,29,30,843763712,8346394624,20,17,22,992964608,8126898176
2022-01-22 21:33:20,30,55685120,12,220827648,29,29,29,843259904,8346394624,14,15,14,993607680,8126898176
2022-01-22 21:33:25,28,55738368,11,220884992,28,29,26,844152832,8346394624,16,16,15,993869824,8126898176
2022-01-22 21:33:30,27,57278464,9.5,220794880,31,33,28,842481664,8346394624,18,17,18,994177024,8126898176
