Acme Web CPU Usage,Acme Web Memory Usage,MongoDB CPU Usage,MongoDB Memory Usage,Avg Host CPU Usage,Host CPU 0 Usage,Host CPU 1 Usage,Host Mem Usage,Host Mem Total
10,51253248,7,159649792,69,71,67,1205362688,8346394624
10,51412992,5.3,159690752,56,59,53,1205682176,8346394624
8.7,51572736,4.9,159604736,58,58,58,1205592064,8346394624
8.6,51576832,5.1,159518720,63,66,61,1204178944,8346394624
10,51724288,4.8,159567872,57,59,55,1203339264,8346394624
9.5,51847168,4.8,159744000,53,54,51,1204449280,8346394624
8.6,52023296,4.6,159653888,71,75,67,1208881152,8346394624
10,52121600,5.7,159719424,59,61,57,1208672256,8346394624
11,52133888,6.7,159657984,57,57,57,1208496128,8346394624
12,52465664,6,159711232,68,70,65,1204920320,8346394624
13,52883456,5.5,159760384,60,60,60,1204019200,8346394624
12,53374976,7.9,159555584,58,60,56,1203617792,8346394624
10,53776384,7.8,159604736,68,70,66,1205813248,8346394624
9.1,53821440,5.2,159653888,57,60,54,1205600256,8346394624
7.2,53821440,4.6,159690752,49,51,47,1206001664,8346394624
8.1,53821440,3.8,159596544,64,66,61,1206579200,8346394624
7.3,53821440,3.5,159490048,55,56,53,1206288384,8346394624
2.9,53821440,2.4,159571968,17,17,16,1206554624,8346394624
0.35,53821440,0.81,159490048,5.3,5.8,4.8,1207316480,8346394624
0.011,53821440,0.39,159571968,4.1,4.6,3.6,1206784000,8346394624
0.012,53821440,0.37,159490048,3.7,3.4,4,1206501376,8346394624
0.014,53821440,0.44,159490048,4.1,4.2,4,1206394880,8346394624
0.014,53821440,0.42,159490048,3.9,3.6,4.2,1206620160,8346394624
1.4,53702656,2.4,159657984,9.7,12,7.8,1205829632,8346394624
5.6,53972992,4.4,159698944,20,20,20,1199521792,8346394624
9.3,53972992,4.4,159604736,70,72,69,1208041472,8346394624
9.7,52793344,4.8,159649792,71,75,66,1207377920,8346394624
11,52834304,5.7,159563776,56,57,56,1205854208,8346394624
12,52895744,6.1,159621120,72,75,69,1210683392,8346394624
11,52895744,5.7,159686656,74,76,73,1216688128,8346394624
12,50802688,5.4,159731712,68,71,66,1217679360,8346394624
13,50778112,5.2,159920128,68,68,67,1213558784,8346394624
13,50823168,4.6,159690752,74,76,72,1218707456,8346394624
12,50823168,5.1,159621120,60,63,58,1218080768,8346394624
10,50823168,5,159653888,69,70,67,1225969664,8346394624
12,50860032,7.3,159653888,75,77,73,1228103680,8346394624
12,51134464,8.5,159666176,73,76,70,1230360576,8346394624
13,52117504,6,159670272,71,73,69,1231069184,8346394624
12,52350976,5.5,159543296,77,79,75,1246375936,8346394624
11,52760576,5.3,159567872,68,70,65,1244991488,8346394624
12,53075968,5.2,159703040,66,67,64,1246810112,8346394624
11,53256192,5.7,159465472,76,78,73,1250263040,8346394624
11,53444608,5.6,159506432,73,77,69,1249280000,8346394624
12,53465088,5.8,159494144,69,70,68,1251332096,8346394624
13,53604352,6.7,159358976,81,83,79,1254215680,8346394624
12,53760000,7,159502336,69,70,68,1255444480,8346394624
13,54018048,7.4,159346688,69,70,67,1257091072,8346394624
14,53968896,7.7,159391744,80,81,80,1260691456,8346394624
12,53968896,7.1,159436800,75,78,71,1266638848,8346394624
11,53968896,5.7,159465472,67,69,65,1262919680,8346394624
8,53972992,5,159498240,75,77,73,1265250304,8346394624
8.7,53972992,5.1,159678464,63,66,60,1258942464,8346394624
7.8,53993472,4.3,159567872,59,60,57,1254076416,8346394624
2.6,53993472,1.6,159526912,14,15,13,1251000320,8346394624
0.03,53993472,0.41,159436800,5.8,5,6.6,1251569664,8346394624
0.013,53993472,0.43,159436800,3.9,3.4,4.4,1251516416,8346394624
0.013,53993472,0.38,159436800,3.9,3.8,4,1252024320,8346394624
0.013,53993472,0.39,159436800,4,4,4,1251217408,8346394624
0.013,53993472,0.43,159436800,4.1,3.6,4.6,1250893824,8346394624
1.8,53587968,2.6,159432704,10,8.6,12,1249894400,8346394624
6.3,53936128,4.5,159399936,27,29,25,1242968064,8346394624
9.3,53936128,5.1,159584256,80,83,77,1237483520,8346394624
11,53260288,5,159617024,78,80,76,1235869696,8346394624
12,53264384,5.3,159293440,68,68,68,1238433792,8346394624
9.6,53264384,6,159338496,84,85,82,1240141824,8346394624
11,53264384,5.9,159522816,78,81,75,1244049408,8346394624
11,52195328,5.9,159309824,77,79,75,1248186368,8346394624
9.4,52199424,5.1,159350784,85,88,83,1246208000,8346394624
10,52199424,5.3,159150080,77,80,74,1249665024,8346394624
10,52232192,5,159191040,66,68,63,1247813632,8346394624
9.4,52232192,4.4,159232000,80,82,78,1254158336,8346394624
9.9,52285440,7.2,159346688,80,80,80,1257283584,8346394624
12,52379648,7.9,159260672,75,78,73,1252470784,8346394624
11,52383744,5.2,159305728,84,86,83,1257897984,8346394624
10,52387840,5.1,159354880,79,82,76,1258483712,8346394624
10,52396032,5.5,159326208,72,74,70,1253244928,8346394624
10,52404224,5.8,159383552,85,88,83,1260089344,8346394624
8.8,52408320,5.7,159416320,80,83,76,1262235648,8346394624
8,52412416,5.1,159334400,73,76,70,1255292928,8346394624
12,52686848,5.3,159518720,86,87,84,1260855296,8346394624
13,52813824,6.9,159420416,86,88,84,1265500160,8346394624
13,52813824,7.6,159346688,68,70,66,1260228608,8346394624
12,52834304,6.5,159272960,84,86,81,1266024448,8346394624
9.7,52912128,7.5,159305728,84,84,83,1265561600,8346394624
9.7,53399552,6.6,159342592,71,74,68,1262043136,8346394624
9.1,53628928,4.3,159375360,83,87,80,1267621888,8346394624
7.6,53628928,4.7,159416320,81,84,78,1271992320,8346394624
8.9,53633024,4.7,159313920,64,67,61,1268346880,8346394624
6.2,53678080,3.5,159334400,68,70,66,1260482560,8346394624
1.4,53678080,1.6,159465472,3.3,3,3.6,1260195840,8346394624
0.046,53678080,0.36,159350784,4.1,3.6,4.6,1260953600,8346394624
0.011,53678080,0.37,159354880,5.2,5.2,5.2,1260978176,8346394624
0.011,53678080,0.29,159354880,4.1,4.4,3.8,1260720128,8346394624
0.013,53678080,0.3,159264768,3.6,3.2,4,1260703744,8346394624
0.014,53678080,0.47,159395840,4.6,4.8,4.4,1260187648,8346394624
2.3,53678080,2.9,159309824,11,10,12,1260130304,8346394624
8.3,54435840,5.2,159354880,52,53,51,1250377728,8346394624
11,54767616,4.9,159272960,81,83,78,1260527616,8346394624
11,53772288,5.1,159322112,76,78,74,1255682048,8346394624
11,53772288,5.3,159367168,92,93,90,1276231680,8346394624
11,53772288,5.9,159289344,87,89,86,1277652992,8346394624
11,53772288,6.3,159350784,77,80,75,1272352768,8346394624
11,52301824,5.7,159399936,87,88,85,1268916224,8346394624
10,52789248,4.8,159297536,88,90,85,1271422976,8346394624
9.6,52801536,5.3,159481856,79,82,76,1266696192,8346394624
10,52801536,5.8,159260672,84,85,84,1274953728,8346394624
9.8,52801536,4.6,159305728,88,90,85,1279827968,8346394624
10,52809728,6.9,159318016,80,83,78,1276731392,8346394624
8.9,52809728,7.7,159367168,90,92,88,1276948480,8346394624
9,52809728,6,159420416,86,87,85,1282224128,8346394624
11,52809728,5,159322112,81,84,79,1273090048,8346394624
11,52809728,5.2,159383552,89,91,88,1277239296,8346394624
9.4,52809728,5.9,159436800,87,88,85,1282686976,8346394624
10,52809728,5.4,159391744,79,81,76,1280397312,8346394624
11,52809728,5.7,159449088,90,92,89,1285832704,8346394624
10,52809728,5.6,159256576,88,90,87,1291472896,8346394624
12,52809728,6.8,159334400,90,91,88,1282486272,8346394624
13,52813824,7.5,159399936,88,89,86,1285296128,8346394624
11,52842496,6.3,159457280,89,91,87,1294909440,8346394624
11,53006336,7.7,159440896,83,85,82,1288433664,8346394624
10,53256192,6.7,159477760,86,87,85,1288286208,8346394624
8.4,53780480,4.8,159657984,82,84,80,1294516224,8346394624
9.8,53899264,4.7,159555584,85,88,83,1285734400,8346394624
7.4,53964800,3.9,159465472,83,85,82,1291640832,8346394624
3.8,54005760,2.8,159473664,60,61,58,1280675840,8346394624
1.5,54005760,1.1,159563776,3.8,4,3.6,1278140416,8346394624
0.012,54005760,0.39,159477760,4.3,4.2,4.4,1278398464,8346394624
0.012,54005760,0.34,159567872,3.7,3.6,3.8,1278279680,8346394624
0.011,54005760,0.44,159477760,6.1,4.8,7.4,1278799872,8346394624
0.013,54005760,0.47,159477760,3.6,4.2,3,1278140416,8346394624
0.014,54005760,0.4,159477760,4.1,4.4,3.8,1278390272,8346394624
0.012,54005760,1.6,159596544,5.5,4.8,6.2,1278296064,8346394624
0.013,54005760,1.6,159580160,4.2,4.2,4.2,1278238720,8346394624
0.013,54005760,0.4,159584256,3.9,3.4,4.4,1278066688,8346394624
0.012,54005760,0.39,159584256,6.3,6.4,6.2,1278115840,8346394624
0.0061,54005760,0.39,159584256,4.1,3.8,4.4,1275641856,8346394624
0.4,54149120,0.53,159584256,5.2,5.4,5,1273110528,8346394624
1.8,54214656,1.5,159608832,7.7,7.4,8,1272193024,8346394624
4.6,54161408,2.6,159633408,18,18,17,1246367744,8346394624
5,54034432,2.6,159784960,17,18,16,1246515200,8346394624
4.2,54071296,2.5,159678464,19,20,19,1247195136,8346394624
4.7,54104064,3,159576064,15,15,14,1246838784,8346394624
4.3,54112256,3.1,159727616,22,21,22,1267564544,8346394624
4.5,54124544,3.8,159625216,19,18,20,1267576832,8346394624
5.1,54153216,3.7,159645696,16,18,15,1268752384,8346394624
5.9,52396032,3,159543296,20,22,19,1267040256,8346394624
5.7,52396032,3.3,159567872,20,21,18,1267339264,8346394624
5.5,52420608,3,159592448,16,16,17,1262710784,8346394624
5.4,52424704,2.9,159621120,20,21,19,1259069440,8346394624
4.3,52424704,2.8,159662080,17,18,16,1255944192,8346394624
5.1,52428800,2.5,159682560,16,16,15,1256849408,8346394624
4.8,52428800,2.6,159858688,19,20,18,1234333696,8346394624
4.5,52428800,2.6,159748096,21,21,20,1225990144,8346394624
5.2,52428800,2.6,159793152,17,17,16,1226895360,8346394624
4.7,52576256,2.7,159686656,17,18,16,1225326592,8346394624
4.4,52641792,4,159588352,21,23,19,1218240512,8346394624
4.2,52551680,3.8,159731712,16,15,16,1218080768,8346394624
3.8,52551680,2.5,159637504,17,18,17,1218387968,8346394624
4.7,52666368,3,159662080,21,23,20,1219035136,8346394624
5.8,50454528,2.6,159690752,18,18,18,1214279680,8346394624
5.4,50454528,2.7,159715328,18,20,15,1213665280,8346394624
4.8,50454528,2.4,159731712,20,20,19,1213800448,8346394624
5.1,50544640,3,159768576,17,17,16,1213661184,8346394624
5.6,50544640,3.2,159789056,17,17,17,1214803968,8346394624
4.5,50544640,2.4,159940608,20,22,19,1214418944,8346394624
3.6,50544640,2.5,159694848,14,14,14,1213816832,8346394624
2.4,50544640,1.8,159703040,11,11,11,1213497344,8346394624
0.72,50544640,2,159698944,5.6,4.8,6.4,1213841408,8346394624
0.014,50544640,1.7,159645696,4.2,3.8,4.6,1213583360,8346394624
0.012,50544640,0.41,159645696,4,3.6,4.4,1213841408,8346394624
0.012,50544640,0.36,159645696,5.7,6.4,5,1213841408,8346394624
0.013,50544640,0.38,159748096,3.8,4.2,3.4,1213583360,8346394624
0.0075,50544640,0.62,159776768,5,4.4,5.6,1213849600,8346394624
2.6,50548736,1.1,159789056,8.3,8.2,8.4,1213464576,8346394624
5.2,50548736,2.3,159686656,24,25,23,1213640704,8346394624
4,50548736,3,159711232,24,24,23,1214889984,8346394624
3.9,50548736,2.9,159604736,30,31,29,1213788160,8346394624
4.9,50548736,2.8,159760384,21,21,21,1213468672,8346394624
4.8,50548736,2.8,159780864,26,27,25,1213210624,8346394624
4.6,50548736,3.9,159821824,28,28,27,1213554688,8346394624
4.8,50548736,3.5,159707136,21,22,21,1208631296,8346394624
6.3,50548736,2.8,159744000,26,26,26,1207189504,8346394624
6.6,50548736,3.9,159903744,31,33,29,1208156160,8346394624
5.1,50548736,3.5,159793152,25,25,24,1207066624,8346394624
5,50548736,2.8,159686656,25,26,24,1207844864,8346394624
5.5,50548736,3.1,159719424,26,27,25,1208414208,8346394624
4.9,50548736,3.1,159739904,23,24,23,1209102336,8346394624
4.7,50548736,2.7,159895552,26,27,25,1209331712,8346394624
4.7,50548736,2.5,159784960,25,27,24,1209999360,8346394624
4.3,50548736,2.8,159805440,23,23,23,1209401344,8346394624
5.1,50548736,2.9,159698944,25,26,23,1209921536,8346394624
5.2,50548736,4.3,159846400,29,29,28,1210155008,8346394624
4.6,50548736,4.5,159936512,24,25,24,1210773504,8346394624
4.4,50548736,2.9,159965184,23,24,22,1210613760,8346394624
5.5,50548736,2.7,159854592,29,29,29,1211588608,8346394624
5.9,50548736,2.9,159748096,27,28,26,1211064320,8346394624
4.6,50548736,3.1,159637504,23,23,23,1211359232,8346394624
4.5,50548736,3.1,159657984,27,28,25,1211887616,8346394624
5.6,50548736,3.6,159690752,27,28,25,1211363328,8346394624
5.8,50548736,3.2,159711232,22,23,20,1212198912,8346394624
4.6,50548736,2.8,159735808,31,33,30,1211789312,8346394624
4,50548736,2.5,159760384,22,24,21,1211416576,8346394624
2.9,50548736,1.8,159768576,17,18,16,1211662336,8346394624
0.89,50548736,2.2,159895552,4.9,4.2,5.6,1211654144,8346394624
0.015,50548736,1.6,159772672,4.6,5,4.2,1211482112,8346394624
0.013,50548736,0.44,159772672,4,4.4,3.6,1211473920,8346394624
0.012,50548736,0.44,159772672,5.8,5.6,6,1211797504,8346394624
0.014,50548736,0.42,159768576,4.1,3.8,4.4,1211273216,8346394624
0.1,50548736,0.52,159768576,4.7,5.2,4.2,1210966016,8346394624
2.2,50548736,1.2,159797248,8.2,7.8,8.6,1210376192,8346394624
4,50552832,2.5,159825920,27,28,27,1210380288,8346394624
4.6,50552832,3,159715328,28,30,26,1211125760,8346394624
5.2,50552832,2.8,159866880,36,37,35,1212624896,8346394624
4.9,50552832,2.7,159756288,35,36,35,1211490304,8346394624
5,50577408,2.8,159780864,28,28,28,1211195392,8346394624
4.9,50630656,2.8,159801344,34,33,34,1210871808,8346394624
4.7,50819072,4.6,159850496,40,42,38,1210912768,8346394624
5.7,50974720,4.5,159739904,29,29,29,1211617280,8346394624
6.5,51228672,3.5,159776768,35,35,34,1213620224,8346394624
6.3,51134464,3.4,159793152,38,40,36,1213169664,8346394624
6.4,51175424,3.2,159830016,28,29,26,1213644800,8346394624
5.5,51249152,3.5,159854592,33,35,32,1215062016,8346394624
4.9,51277824,3.1,159879168,39,41,38,1216614400,8346394624
4.9,51335168,3,159764480,26,28,24,1215803392,8346394624
5.1,51339264,2.8,159789056,33,35,31,1217253376,8346394624
5.8,51363840,3.2,159944704,39,41,36,1217744896,8346394624
5.3,51429376,3.1,159838208,27,28,26,1217138688,8346394624
5.2,51482624,2.7,159985664,33,36,31,1217163264,8346394624
5.1,51494912,4.4,159965184,40,41,39,1217933312,8346394624
4.2,51580928,4.5,159854592,27,28,25,1218654208,8346394624
5.8,51134464,2.8,159748096,37,39,35,1218928640,8346394624
7.5,51134464,3,159772672,38,39,37,1220370432,8346394624
6.5,51138560,3.1,159793152,28,29,28,1220468736,8346394624
6.6,51138560,3.4,159821824,35,36,34,1220894720,8346394624
7.4,51159040,3.6,159846400,38,39,36,1222582272,8346394624
7.2,51187712,3.1,159875072,27,29,25,1221357568,8346394624
6.8,51220480,2.8,159895552,35,37,34,1222717440,8346394624
5.7,51240960,3,159784960,34,35,33,1222447104,8346394624
3.2,51240960,2.3,159793152,23,24,22,1222090752,8346394624
0.85,51240960,0.88,159887360,4.2,3.8,4.6,1221992448,8346394624
0.12,51240960,1.8,159797248,5.9,7.2,4.6,1221509120,8346394624
0.012,51240960,1.7,159797248,3.9,3.8,4,1220902912,8346394624
0.012,51240960,0.38,159797248,6.1,4.8,7.4,1221120000,8346394624
0.013,51240960,0.4,159797248,3.9,3.8,4,1220001792,8346394624
0.013,51240960,0.43,159797248,4.6,4.4,4.8,1219821568,8346394624
1.9,51769344,1.2,159940608,7.9,8.4,7.4,1219653632,8346394624
5,52740096,2.3,159834112,35,35,35,1220546560,8346394624
5.3,52850688,3.1,159862784,32,32,31,1219973120,8346394624
5.6,52936704,3.1,159883264,40,40,39,1226743808,8346394624
6.1,53121024,2.9,159772672,45,46,44,1218379776,8346394624
5.5,53047296,2.9,159793152,37,40,35,1218789376,8346394624
5.2,53051392,4.3,159928320,39,39,38,1218428928,8346394624
5,53071872,4.2,159838208,43,45,41,1219227648,8346394624
6.4,53100544,2.7,159731712,42,43,41,1221419008,8346394624
7.1,53100544,3.2,159760384,34,35,32,1221869568,8346394624
6.4,53100544,3.5,159789056,51,53,50,1224036352,8346394624
7.1,53100544,3.3,159813632,41,43,39,1223745536,8346394624
6.7,53116928,3.2,159842304,34,35,33,1223913472,8346394624
5.9,53248000,3.3,159866880,47,48,45,1225936896,8346394624
5.6,53186560,3.2,159891456,40,40,39,1225883648,8346394624
5.1,53276672,3,159911936,32,33,31,1226711040,8346394624
5.4,53338112,2.9,159801344,49,51,46,1228357632,8346394624
5.4,53366784,2.9,159825920,40,41,39,1228046336,8346394624
5.4,53444608,3,159981568,32,32,31,1227968512,8346394624
5.4,53444608,4.6,159739904,49,51,47,1229393920,8346394624
4.8,53510144,4.5,159756288,40,42,39,1228812288,8346394624
5.6,51011584,2.8,159764480,35,37,34,1226489856,8346394624
6,51011584,3.1,159768576,47,49,46,1226862592,8346394624
5.8,51011584,3.3,159891456,42,43,42,1227534336,8346394624
6.3,51023872,2.6,159768576,33,34,32,1227395072,8346394624
6.4,51023872,3.1,159801344,48,50,46,1228664832,8346394624
5.8,51023872,3.5,159797248,41,43,39,1228062720,8346394624
4.9,51023872,2.7,159944704,31,33,30,1227927552,8346394624
5,51023872,2.9,159694848,47,48,46,1229058048,8346394624
3.8,51023872,2.3,159703040,38,40,37,1228918784,8346394624
1.5,51023872,0.98,159813632,4.7,5.2,4.2,1227194368,8346394624
0.074,51023872,1.8,159707136,6.1,5.2,7,1226969088,8346394624
0.011,51023872,1.7,159711232,15,15,15,1232093184,8346394624
0.01,51023872,0.38,159711232,14,14,14,1237938176,8346394624
0.012,51023872,0.43,159576064,18,18,17,1239601152,8346394624
0.013,51023872,0.43,159576064,15,15,14,1234612224,8346394624
0.96,51023872,0.87,159563776,6.7,7,6.4,1225793536,8346394624
4.1,51834880,2.5,159596544,26,26,25,1223778304,8346394624
5.1,51834880,3.2,159744000,50,51,49,1225363456,8346394624
5.1,51838976,2.7,159571968,42,43,40,1224568832,8346394624
5.2,51838976,2.9,159662080,48,49,47,1224384512,8346394624
5.5,51838976,3,159682560,53,55,52,1223901184,8346394624
5.6,51838976,2.9,159707136,44,47,42,1222590464,8346394624
5.5,51838976,4.3,159830016,48,50,47,1225617408,8346394624
6.8,51838976,4.9,159928320,55,57,53,1225850880,8346394624
6.1,51838976,3.7,159952896,42,43,41,1225965568,8346394624
5.2,51838976,3,159719424,49,49,48,1226719232,8346394624
5.9,51838976,3.1,159535104,50,52,47,1227341824,8346394624
5.9,51838976,3.1,159629312,47,49,44,1227673600,8346394624
5.2,51838976,3,159653888,46,48,44,1227616256,8346394624
5,51838976,3.3,159678464,52,54,50,1228058624,8346394624
5.2,51838976,3.3,159612928,46,48,44,1227116544,8346394624
5.2,51838976,3,159641600,46,47,44,1229225984,8346394624
5.4,51879936,3.1,159666176,59,63,55,1229705216,8346394624
5.7,51998720,3.1,159690752,45,47,42,1229422592,8346394624
4.5,51998720,4.4,159744000,51,52,50,1234362368,8346394624
4.3,52002816,4.3,159399936,50,54,47,1222574080,8346394624
4.6,52076544,2.9,159420416,49,50,48,1192824832,8346394624
5.9,52367360,2.9,159440896,47,48,46,1173889024,8346394624
6.4,52371456,3.1,159465472,54,56,52,1157976064,8346394624
4.9,52371456,2.7,159490048,49,51,47,1140322304,8346394624
5,52371456,2.9,159649792,43,45,42,1125179392,8346394624
5.8,52371456,3.5,159498240,53,55,51,1124892672,8346394624
5.5,52371456,3,159518720,45,47,43,1123823616,8346394624
4.9,52371456,2.9,159670272,44,44,43,1123618816,8346394624
3.5,52371456,2.7,159551488,51,54,47,1123721216,8346394624
1.6,52371456,1.3,159641600,14,14,13,1124925440,8346394624
0.31,52371456,1.7,159678464,6,4.6,7.4,1124884480,8346394624
0.011,52371456,1.6,159686656,3.7,3.4,4,1124823040,8346394624
0.011,52371456,0.35,159686656,4.5,4.8,4.2,1124757504,8346394624
0.014,52371456,0.4,159772672,5.5,5.2,5.8,1125003264,8346394624
0.015,52371456,0.46,159686656,4.5,4,5,1123684352,8346394624
1.3,52371456,0.85,159694848,6.3,5.4,7.2,1123815424,8346394624
4.1,52903936,2.3,159723520,20,20,19,1123397632,8346394624
5.2,52903936,3.2,159514624,61,64,58,1127059456,8346394624
4.9,52903936,2.9,159662080,53,56,51,1126780928,8346394624
5.3,52903936,2.9,159428608,46,48,43,1126989824,8346394624
5.6,52924416,3.1,159449088,65,68,62,1128706048,8346394624
5.6,52953088,2.8,159469568,57,61,54,1129799680,8346394624
5.3,52977664,4.3,159625216,50,52,49,1130823680,8346394624
5.7,53022720,4.7,159653888,65,67,63,1133965312,8346394624
6.6,53022720,3.2,159547392,59,62,57,1133051904,8346394624
6.1,53022720,3.7,159465472,47,49,44,1133977600,8346394624
6.3,53022720,3.9,159494144,63,65,62,1134682112,8346394624
5.8,53088256,3.2,159531008,57,59,56,1133187072,8346394624
5.2,53235712,3,159420416,48,51,45,1135681536,8346394624
5.5,53313536,2.7,159444992,61,63,59,1138249728,8346394624
4.7,53313536,2.7,159469568,57,59,54,1137876992,8346394624
5.3,53313536,3.4,159498240,47,49,46,1136742400,8346394624
5.2,53313536,2.8,159383552,60,62,58,1137438720,8346394624
4.7,53313536,3,159404032,61,64,59,1135366144,8346394624
5.6,53313536,4.5,159399936,46,47,46,1136377856,8346394624
5.1,53313536,4,159428608,62,63,61,1138044928,8346394624
4.8,53350400,3.5,159453184,61,63,59,1137696768,8346394624
6.2,51298304,3.6,159485952,49,50,48,1134534656,8346394624
6,51298304,3.1,159506432,60,62,58,1135026176,8346394624
5,51298304,3.1,159539200,62,65,59,1137479680,8346394624
5.6,51298304,3.2,159563776,45,47,44,1138790400,8346394624
5.7,51298304,3.6,159580160,62,64,60,1136029696,8346394624
5.8,51298304,3.4,159465472,60,62,57,1135558656,8346394624
5.1,51298304,3.2,159490048,47,47,46,1135067136,8346394624
3.9,51298304,2.7,159498240,57,60,54,1134936064,8346394624
2.5,51298304,1.2,159600640,21,22,20,1135673344,8346394624
0.36,51298304,1.9,159510528,6.1,7.4,4.8,1134637056,8346394624
0.0068,51298304,1.7,159514624,4,4.2,3.8,1134882816,8346394624
0.012,51298304,0.42,159514624,4.3,4,4.6,1134600192,8346394624
0.021,51298304,0.37,159612928,5.5,6.4,4.6,1135063040,8346394624
0.014,51298304,0.42,159514624,4.3,4.4,4.2,1134391296,8346394624
0.61,51298304,0.81,159649792,5.5,5.2,5.8,1134538752,8346394624
3.9,51515392,2,159543296,11,10,13,1133830144,8346394624
6,51826688,3.3,159571968,66,67,64,1134473216,8346394624
5.9,51830784,3.8,159596544,69,71,67,1142149120,8346394624
6.2,51830784,3.4,159477760,60,62,58,1135521792,8346394624
6.6,51830784,3.6,159506432,62,64,60,1135992832,8346394624
5.8,51830784,3.9,159395840,71,73,69,1139023872,8346394624
5.1,51838976,5.1,159420416,61,65,57,1142161408,8346394624
5.6,51838976,5.1,159444992,66,68,64,1146019840,8346394624
7.3,51838976,3.9,159469568,73,76,70,1152221184,8346394624
8.9,51838976,4.1,159232000,66,68,64,1150758912,8346394624
7.5,51838976,4.4,159264768,64,66,62,1150390272,8346394624
6.7,51838976,3.8,159285248,71,74,69,1151737856,8346394624
6.9,51838976,3.4,159174656,64,67,62,1156055040,8346394624
6.4,51838976,3.6,159199232,61,62,59,1155047424,8346394624
5,51838976,3.5,159223808,69,71,67,1153060864,8346394624
4.7,51838976,3.2,159256576,62,63,60,1150423040,8346394624
5.5,51838976,3,159404032,57,60,55,1150504960,8346394624
5.4,51875840,3.3,159301632,70,72,68,1152798720,8346394624
5.4,51879936,4.9,159375360,65,68,61,1152696320,8346394624
4.8,51974144,4.3,159387648,57,59,56,1152966656,8346394624
5.2,52105216,2.7,159412224,68,71,66,1154543616,8346394624
6.6,52375552,3.5,159305728,63,65,61,1154084864,8346394624
5.6,52375552,3.2,159322112,57,58,57,1152565248,8346394624
4.9,52375552,3.2,159219712,69,72,66,1157533696,8346394624
5.9,52375552,3.2,159236096,63,65,62,1157107712,8346394624
6,52375552,3.3,159252480,57,58,55,1156476928,8346394624
6,52375552,3.6,159272960,71,73,68,1156743168,8346394624
5.8,52375552,3.2,159309824,63,66,61,1156845568,8346394624
4.4,52375552,2.8,159322112,55,56,53,1149095936,8346394624
2.4,52379648,1.7,159404032,39,40,37,1149480960,8346394624
0.61,52379648,1.9,159334400,5.3,4,6.6,1150775296,8346394624
0.013,52379648,1.5,159199232,4.3,4.8,3.8,1150775296,8346394624
0.011,52379648,0.43,159199232,3.6,3.8,3.4,1150767104,8346394624
0.013,52379648,0.44,159195136,4.3,4.2,4.4,1150738432,8346394624
0.013,52379648,0.4,159195136,6,6.2,5.8,1150713856,8346394624
0.5,52379648,0.69,159342592,6,5.6,6.4,1150910464,8346394624
3,52379648,2.1,159371264,9.6,10,8.8,1150472192,8346394624
6.2,52379648,3.1,159272960,58,61,56,1146920960,8346394624
5.9,52379648,3.2,159424512,73,75,72,1162829824,8346394624
5.6,52383744,3.2,159186944,75,78,72,1169346560,8346394624
6.1,52391936,2.9,159211520,67,70,64,1161838592,8346394624
5.5,52396032,3.6,159240192,73,75,72,1165520896,8346394624
5.9,52396032,5.2,159248384,80,82,78,1174822912,8346394624
7.3,52404224,5.2,159281152,72,74,70,1171988480,8346394624
8.3,52404224,4.1,159305728,76,77,75,1182535680,8346394624
7.4,52404224,3.7,159334400,78,80,77,1188139008,8346394624
6.6,52404224,3.6,159363072,72,74,69,1174777856,8346394624
6.2,52408320,3.7,159391744,71,73,68,1178939392,8346394624
6.1,52408320,3.9,159416320,82,86,79,1192775680,8346394624
6.5,52408320,3.4,159305728,70,73,68,1177763840,8346394624
6.4,52408320,2.8,159453184,71,73,68,1182105600,8346394624
6.1,52408320,3.1,159350784,76,78,74,1188777984,8346394624
6.2,52408320,3.6,159379456,71,73,68,1176543232,8346394624
6.4,52408320,3.5,159264768,70,72,68,1181155328,8346394624
5.9,52408320,4.8,159612928,79,81,77,1188610048,8346394624
5.4,52408320,5,159563776,69,72,67,1180246016,8346394624
5.8,52498432,3.5,159588352,70,71,68,1185189888,8346394624
6.5,52543488,3.1,159645696,78,80,76,1193230336,8346394624
7.1,52543488,3.3,159666176,71,74,68,1187680256,8346394624
5.8,52543488,3.3,159690752,71,74,68,1197301760,8346394624
5.9,52715520,3.7,159723520,80,83,77,1200508928,8346394624
7.5,52715520,4,159621120,71,75,68,1200242688,8346394624
6.7,52727808,3.2,159637504,69,71,67,1198047232,8346394624
6.4,52727808,3.7,159539200,80,83,77,1208045568,8346394624
5.3,52727808,3.5,159555584,71,74,68,1200754688,8346394624
2.5,52727808,1.8,159559680,53,55,51,1199177728,8346394624
0.84,52727808,2,159674368,5.5,7.4,3.6,1199300608,8346394624
0.013,52727808,1.7,159678464,4.9,4.4,5.4,1199042560,8346394624
0.012,52727808,0.42,159678464,3.7,3.2,4.2,1199300608,8346394624
0.015,52727808,0.39,159772672,4.9,5,4.8,1199030272,8346394624
0.015,52727808,0.39,159682560,5.7,6.4,5,1199136768,8346394624
0.54,52727808,0.52,159772672,5.3,5.8,4.8,1199378432,8346394624
2.9,52944896,1.8,159838208,9,8.4,9.6,1199263744,8346394624
5.9,52944896,2.9,159731712,67,69,65,1177763840,8346394624
6.1,52944896,3.4,159756288,76,78,75,1190879232,8346394624
