NumOfRequests,Period, Throughput, Response Time,Acme Web CPU Usage,Acme Web Memory Usage,MongoDB CPU Usage,MongoDB Memory Usage,Avg Host CPU Usage,Host CPU 0 Usage,Host CPU 1 Usage,Host Mem Usage,Host Mem Total
4000,0.025,301.3,2.8,13.94636364,65850088.73,7.223181818,190847906.9,35.16818182,35.91818182,34.41818182,828602181.8,8126898176
5333,0.01875,400,3.9,18.53209091,67600570.18,9.331818182,190739735.3,45.22727273,45.57272727,45.10909091,828737349.8,8126898176
4000,0.025,301.3,2.9,13.10896957,66689113.04,6.963043478,190727212.5,33.82608696,34.2,33.45217391,828701473.4,8126898176
5333,0.01875,400,4.1,18.58227273,68007749.82,9.716818182,190723351.3,45.44545455,45.83636364,45.09090909,828724130.9,8126898176
4000,0.025,301.3,2.9,14.63333333,65810432,7.571428571,190751500.2,36.80952381,37,36.61904762,828637574.1,8126898176
5333,0.01875,400,3.9,17.91766087,69801360.7,9.182608696,190778145.4,43.60434783,44.77391304,42.60869565,828736200.3,8126898176
4000,0.025,301.3,2.9,13.28506957,66437832.35,7.002608696,190769241,33.80869565,34.85217391,32.9826087,828659266.8,8126898176
5333,0.01875,400,3.9,18.535,68776122.18,9.606818182,190795031.3,45.53181818,46.1,45.05454545,828700672,8126898176
4000,0.025,301.3,2.9,14.36190476,65403367.62,7.623809524,190781927.6,36.57142857,37,36.04761905,828603635.8,8126898176
5333,0.01875,400,3.7,17.93506957,68586095.3,9.226086957,190804324.2,43.82173913,44.49565217,43.05217391,828548496.7,8126898176
4000,0.025,301.3,2.8,13.87045455,65728512,7.225454545,190800430.5,35,35.40909091,34.86363636,828716125.1,8126898176
5333,0.01875,400,4,18.73363636,67925457.45,9.680454545,190829847.3,46.00909091,46.31818182,45.56363636,828604788.4,8126898176
4000,0.025,301.3,2.9,14.20454545,65904081.45,7.345454545,190827799.3,35.44545455,35.9,35.03636364,828601995.6,8126898176
5333,0.01875,400,4,17.91767391,67476435.48,9.160869565,190865408,43.70434783,43.94782609,43.4,828490262.3,8126898176
4000,0.025,301.3,2.9,13.81846364,64482397.09,7.277272727,190866711.3,35.33636364,36.68181818,33.97272727,828675537.5,8126898176
5333,0.01875,400,3.8,18.87727273,68330216.73,9.763636364,190794845.1,45.98636364,45.58181818,46.48181818,828729530.2,8126898176
4000,0.025,301.3,2.8,13.85909091,66146490.18,7.378181818,190745693.1,35.25454545,36.2,34.22727273,828688570.2,8126898176
5333,0.01875,400,3.9,17.8132913,67262553.04,9.269565217,190743952.7,43.87391304,45.26086957,42.31304348,828730679.7,8126898176
4000,0.025,301.3,2.9,13.50028182,63938001.45,7.295454545,190769524.4,35.37272727,36.70909091,33.80909091,828787246.5,8126898176
