Acme Web CPU Usage,Acme Web Memory Usage,MongoDB CPU Usage,MongoDB Memory Usage,VM 1 Probe App CPU Usage,VM 1 Probe App Memory Usage,VM 2 Probe App CPU Usage,VM 2 Probe App Memory Usage,VM 1 Avg Host CPU Usage,VM 1 Host CPU 0 Usage,VM 1 Host CPU 1 Usage,VM 1 Host Mem Usage,VM 1 Host Mem Total,VM 2 Avg Host CPU Usage,VM 2 Host CPU 0 Usage,VM 2 Host CPU 1 Usage,VM 2 Host Mem Usage,VM 2 Host Mem Total
0.0067,52002816,0.23,215351296,0,53526528,0,53415936,2.9,3.4,2.4,771452928,8346394624,2.4,2,2.8,914919424,8126898176
0.0078,52002816,0.26,215453696,0,53526528,0,53415936,2.5,2.6,2.4,771461120,8346394624,2,2.2,1.8,915947520,8126898176
0.017,52002816,0.25,215355392,0,53526528,0,53415936,2.8,2.8,2.8,771461120,8346394624,2.6,2.6,2.6,915173376,8126898176
0.017,52002816,0.23,215457792,0,53526528,0,53415936,2.8,2.8,2.8,771461120,8346394624,1.9,1.8,2,915173376,8126898176
0.0058,52002816,0.24,215355392,0,53526528,0,53415936,2.9,3,2.8,771719168,8346394624,2.2,2.4,2,915173376,8126898176
0.0059,52002816,0.24,215457792,0,53526528,0,53415936,2.6,2.2,3,771469312,8346394624,2,2,2,915173376,8126898176
0.011,52002816,0.24,215355392,0,53526528,0,53415936,3.1,2.8,3.4,771469312,8346394624,2.4,2.6,2.2,915173376,8126898176
0.013,52002816,0.24,215457792,0,53526528,0,53415936,2.3,2,2.6,772431872,8346394624,1.9,2,1.8,916029440,8126898176
1,41758720,0.84,215457792,0,53526528,0,53415936,3,2.8,3.2,771469312,8346394624,3.7,2.8,4.6,915066880,8126898176
1,41582592,0.84,215560192,0,53526528,0,53415936,3.4,2.8,4,761204736,8346394624,2.2,2.2,2.2,915066880,8126898176
0.0065,41582592,0.27,215433216,0,53526528,0,53415936,2.9,2.8,3,761462784,8346394624,2.4,2.2,2.6,915066880,8126898176
0.013,41582592,0.25,215535616,0,53526528,0,53415936,2.5,2.4,2.6,761462784,8346394624,1.9,2,1.8,915324928,8126898176
0.013,41582592,0.25,215461888,0,53526528,0,53415936,2.5,3,2,761462784,8346394624,2.5,2,3,915324928,8126898176
0.014,41582592,0.2,215461888,0,53526528,0,53415936,2.9,2.8,3,761462784,8346394624,1.9,1.4,2.4,915324928,8126898176
0.013,41582592,0.23,215461888,0,53526528,0,53415936,2.8,2.4,3.2,761462784,8346394624,2.3,2,2.6,915324928,8126898176
4.4,42958848,0.32,215461888,0.055,56541184,0,53415936,3.7,3.2,4.2,764325888,8346394624,3.1,3.2,3,918691840,8126898176
16,46256128,1.7,215601152,0.056,56541184,0.045,56442880,12,11,13,766287872,8346394624,6.4,6.8,6,918319104,8126898176
21,48017408,4.6,215658496,0.00062,56541184,0.045,56442880,17,18,16,767950848,8346394624,6.2,5.6,6.8,918441984,8126898176
22,48508928,6.6,215678976,0,56541184,0,56442880,17,16,18,770113536,8346394624,7.3,7,7.6,918065152,8126898176
20,48607232,7.1,215556096,0,56541184,0,56442880,15,14,16,769519616,8346394624,6.3,5.4,7.2,918654976,8126898176
16,48914432,7.6,215789568,0,56541184,0,56442880,15,15,14,769888256,8346394624,8.9,6.8,11,919298048,8126898176
15,49459200,6.7,215601152,0,56541184,0,56442880,14,15,12,770244608,8346394624,6.3,6.2,6.4,918630400,8126898176
17,49594368,6.5,215724032,0,56541184,0,56442880,15,15,15,770363392,8346394624,7,6.4,7.6,918523904,8126898176
17,50024448,6.9,215560192,0,56541184,0,56442880,14,12,15,770732032,8346394624,6.3,5.2,7.4,919379968,8126898176
14,50417664,5.5,215633920,0,56541184,0,56442880,14,15,12,771338240,8346394624,6.8,6.4,7.2,918261760,8126898176
13,51113984,6.5,215564288,0,56541184,0,56442880,14,15,13,771756032,8346394624,7.1,6.6,7.6,918355968,8126898176
19,51417088,7.6,215613440,0,56545280,0,56442880,17,16,17,772685824,8346394624,7.7,6.8,8.6,919465984,8126898176
20,51417088,6.8,215572480,0,56545280,0,56442880,16,16,16,772784128,8346394624,6.9,6.6,7.2,918249472,8126898176
13,51417088,6.7,215580672,0,56545280,0.0027,56446976,14,14,13,773693440,8346394624,6.3,6.4,6.2,918405120,8126898176
11,51486720,5.9,215597056,0,56545280,0.0027,56446976,11,12,11,773849088,8346394624,5.7,5.4,6,918294528,8126898176
12,51896320,5.5,215556096,0,56545280,0,56446976,13,13,12,773218304,8346394624,6.1,6,6.2,919457792,8126898176
12,51867648,5.9,215572480,0,56545280,0,56446976,12,12,12,773812224,8346394624,6,5,7,918302720,8126898176
13,52408320,7.1,215719936,0,56545280,0,56446976,13,13,13,773685248,8346394624,9.4,11,7.6,918335488,8126898176
15,52813824,7.8,215752704,0,56545280,0,56446976,13,13,14,774344704,8346394624,6.6,5.6,7.6,918450176,8126898176
14,53153792,6.4,215629824,0,56545280,0,56446976,13,13,14,775049216,8346394624,6.6,5.8,7.4,918343680,8126898176
7.4,53284864,5.7,215752704,0.015,53657600,0,56446976,9.3,9.4,9.2,771776512,8346394624,4,4,4,915390464,8126898176
1.7,53157888,3.3,215711744,0.015,53657600,0,56446976,4.3,4.8,3.8,773562368,8346394624,2.6,2.2,3,915386368,8126898176
0.0083,53157888,0.57,215584768,0,53657600,0,56446976,2.3,2.2,2.4,772014080,8346394624,1.9,1.8,2,915386368,8126898176
0.011,53157888,0.26,215584768,0,53657600,0.011,53547008,3.1,3,3.2,771756032,8346394624,2.4,2.4,2.4,915128320,8126898176
0.011,53157888,0.34,215670784,0,53657600,0.011,53547008,2.3,2.6,2,772014080,8346394624,2,1.8,2.2,915386368,8126898176
0.006,53157888,0.26,215584768,0,53657600,0,53547008,3.1,2.6,3.6,772014080,8346394624,2.5,2.2,2.8,915386368,8126898176
0.46,53157888,0.28,215670784,0,53657600,0,53547008,2.6,3,2.2,771756032,8346394624,1.8,2.2,1.4,915128320,8126898176
4.6,53022720,0.57,215724032,0,53657600,0,53547008,8.2,5.4,11,777719808,8346394624,7.4,10,4.6,922116096,8126898176
13,49180672,2.7,215699456,0,53657600,3,59400192,13,11,16,777383936,8346394624,8.6,10,6.8,922226688,8126898176
17,48054272,6.5,215871488,0,53657600,4.3,59400192,16,15,18,774131712,8346394624,12,12,11,922308608,8126898176
16,48619520,8.1,215781376,5.5,59502592,2.9,59400192,18,20,16,773210112,8346394624,9.9,7.8,12,921387008,8126898176
15,48496640,7,215764992,7.1,59502592,1.6,59400192,18,20,16,775086080,8346394624,9.9,12,7.6,921243648,8126898176
14,48574464,6.1,215879680,1.7,59502592,3.1,59400192,13,13,12,773648384,8346394624,9.2,9.8,8.6,921395200,8126898176
15,48574464,5.8,215789568,3,59502592,4.7,59400192,17,16,17,773545984,8346394624,9.4,6.8,12,921534464,8126898176
14,48594944,5.8,215736320,3,59502592,3.1,59400192,16,14,18,773681152,8346394624,9.8,7,13,921346048,8126898176
13,48766976,6.1,215908352,1.5,59502592,1.6,59400192,17,20,14,773824512,8346394624,9.9,13,7.2,921227264,8126898176
15,50044928,6,215621632,3.1,59502592,0,59400192,16,19,13,774209536,8346394624,9.5,6.6,12,920838144,8126898176
17,51433472,6.6,215703552,3.1,59502592,4.7,59400192,15,14,15,775630848,8346394624,11,7.4,14,921210880,8126898176
18,52912128,7,215592960,1.6,59502592,6.3,59404288,19,22,16,777793536,8346394624,10,7,13,921034752,8126898176
17,52948992,6.9,215556096,3,59502592,3.1,59404288,19,20,18,778715136,8346394624,10,12,8.2,921358336,8126898176
13,53006336,6.6,215732224,3,59502592,1.6,59404288,16,18,13,779370496,8346394624,8.6,5.4,12,921030656,8126898176
13,53248000,8,215457792,0,59502592,1.5,59404288,15,19,12,778768384,8346394624,12,11,14,920788992,8126898176
13,53833728,6.9,215760896,3.1,59502592,3.1,59404288,12,12,11,778919936,8346394624,8.9,6,12,921169920,8126898176
13,53899264,5.6,215748608,3.1,59502592,3.9,59404288,16,18,14,779583488,8346394624,8.6,6.4,11,921313280,8126898176
14,54677504,6,215547904,2.8,59502592,3.9,59404288,16,13,18,780247040,8346394624,9.4,6.8,12,921178112,8126898176
13,55042048,5.5,215572480,4.1,59502592,2.9,59404288,16,16,17,780681216,8346394624,9.6,6.8,12,921030656,8126898176
10,55201792,6.8,215592960,1.3,59502592,2.6,59408384,14,13,16,781606912,8346394624,11,6,16,921182208,8126898176
4.9,55201792,5.2,215433216,0.017,53788672,2.8,53710848,7.8,8,7.6,775315456,8346394624,4,4,4,915439616,8126898176
0.7,55201792,1.8,215482368,0.017,53788672,1.6,53669888,2.8,2.6,3,775565312,8346394624,1.9,1.8,2,915439616,8126898176
0.016,55201792,0.44,215355392,0,53788672,0,53669888,3.1,3.2,3,775307264,8346394624,2.4,2.4,2.4,915181568,8126898176
0.0065,55201792,0.25,215355392,0,53788672,0,53669888,2.2,2,2.4,775307264,8346394624,1.9,1.8,2,915181568,8126898176
0.0059,55201792,0.24,215355392,0,53788672,0,53669888,3,3,3,775315456,8346394624,2.6,2.8,2.4,915189760,8126898176
0.017,55201792,0.33,215453696,0,53788672,0,53669888,2.4,2,2.8,775942144,8346394624,2,2,2,914923520,8126898176
1,55201792,1.6,215572480,0,53788672,0,53669888,2.5,2.8,2.2,775901184,8346394624,8,7,9,920854528,8126898176
5.4,53944320,2.5,215355392,0,53788672,1.6,59523072,11,12,11,779722752,8346394624,8.3,5,12,921067520,8126898176
13,56295424,3.8,215293952,0,53788672,5.8,59523072,18,21,14,778493952,8346394624,11,13,10,920940544,8126898176
16,46768128,5.7,215252992,0,53788672,5.8,59523072,17,20,14,780931072,8346394624,13,18,7.6,921047040,8126898176
15,47259648,6.6,215277568,9.9,59609088,4.7,59523072,21,25,17,772534272,8346394624,14,19,9,920899584,8126898176
16,47259648,6.5,215187456,13,59609088,6.4,59523072,17,15,19,773242880,8346394624,12,18,6.6,921284608,8126898176
14,47259648,6.2,215060480,4.6,59609088,4.8,59523072,16,14,19,772841472,8346394624,9.7,12,7.2,920616960,8126898176
12,47259648,6.4,215281664,4.6,59609088,4.7,59523072,19,15,22,773459968,8346394624,13,12,13,921022464,8126898176
13,47960064,6,215187456,6.1,59609088,6.3,59523072,17,19,15,773582848,8346394624,13,10,16,921120768,8126898176
15,49201152,5.7,215224320,4.5,59609088,6,59527168,19,24,15,774479872,8346394624,11,11,11,920768512,8126898176
16,50241536,6.4,215277568,2.8,59609088,5.5,59527168,16,17,15,775376896,8346394624,13,7.2,19,921104384,8126898176
17,51630080,7.2,215166976,4.2,59609088,5.2,59527168,19,20,18,777048064,8346394624,12,6.8,18,921214976,8126898176
18,53080064,9.2,215457792,5.2,59609088,5.9,59527168,19,17,22,778141696,8346394624,17,17,17,921124864,8126898176
14,52867072,9.1,215302144,3.9,59609088,6.5,59527168,19,15,23,779915264,8346394624,9.8,12,7.6,920977408,8126898176
12,52887552,6.4,215388160,4.6,59609088,4.8,59527168,19,14,24,779042816,8346394624,13,17,7.8,922157056,8126898176
13,52887552,5.2,215240704,4.5,59609088,4.8,59527168,15,19,11,779325440,8346394624,12,6.4,18,921014272,8126898176
14,53043200,4.8,215396352,4.6,59609088,6.3,59527168,19,24,15,779218944,8346394624,11,7.2,16,920879104,8126898176
13,53116928,5.5,215347200,4.6,59609088,4.7,59527168,15,18,12,779870208,8346394624,10,6.2,15,921284608,8126898176
13,53407744,6.6,215379968,3.5,59609088,4.7,59527168,21,24,17,779747328,8346394624,13,9.4,17,920879104,8126898176
12,53452800,5.8,215543808,5,59609088,5.6,59527168,16,18,13,779882496,8346394624,11,6.6,16,921030656,8126898176
9.3,53534720,5.1,215568384,4.5,53882880,5.5,59531264,15,17,12,779767808,8346394624,11,7.4,15,916348928,8126898176
4.3,53534720,5,215285760,1.5,53882880,4.4,53792768,8.6,11,6.4,773488640,8346394624,2.9,2.8,3,915210240,8126898176
0.13,53534720,2.1,215158784,0,53882880,1.4,53792768,2.6,2.6,2.6,773500928,8346394624,2.9,3,2.8,915210240,8126898176
0.012,53534720,0.27,215240704,0,53882880,0,53792768,2.7,2.6,2.8,773603328,8346394624,1.9,1.8,2,915210240,8126898176
0.014,53534720,0.23,215158784,0,53882880,0,53792768,3.2,3.6,2.8,773603328,8346394624,4.7,6.8,2.6,914952192,8126898176
0.011,53534720,1.7,215240704,0,53882880,0,53792768,2.4,2.2,2.6,773345280,8346394624,2.1,2,2.2,915210240,8126898176
0.017,53534720,1.7,215158784,0,53882880,0,53792768,2.7,2.8,2.6,773554176,8346394624,2.4,2.4,2.4,915468288,8126898176
1.6,52498432,0.25,215240704,2.8,59179008,0,53792768,4,3,5,776400896,8346394624,6.6,8.4,4.8,920899584,8126898176
8.3,47902720,1.4,215302144,5.5,59183104,4.5,59043840,16,20,12,774291456,8346394624,14,14,14,920592384,8126898176
16,48308224,4.1,215310336,7,59183104,9.1,59043840,20,23,16,773128192,8346394624,16,7.2,24,920666112,8126898176
19,46759936,6.2,215506944,7.7,59183104,7.8,59043840,21,26,16,774500352,8346394624,13,7.4,19,920535040,8126898176
14,46759936,6.9,215580672,6.5,59183104,6.3,59043840,21,24,17,771514368,8346394624,16,8,25,920637440,8126898176
13,46829568,6.4,215371776,6.2,59183104,7.8,59043840,20,15,25,772136960,8346394624,13,12,15,920760320,8126898176
16,47247360,5.9,215318528,6.1,59183104,8,59043840,21,18,25,771989504,8346394624,14,7.6,21,920911872,8126898176
16,47128576,6.1,215453696,7.2,59183104,7.3,59043840,21,18,24,773136384,8346394624,15,8,22,920752128,8126898176
16,47235072,6.6,215601152,6.6,59183104,8.7,59043840,19,15,23,772169728,8346394624,15,7.2,23,920633344,8126898176
14,47448064,7.8,215310336,5.4,59183104,8.9,59043840,21,26,16,772509696,8346394624,16,11,21,920588288,8126898176
13,48766976,7.1,215654400,6.2,59183104,8.8,59043840,20,26,14,773136384,8346394624,16,7.4,25,921722880,8126898176
18,50184192,7.5,215621632,6.4,59183104,7.8,59043840,23,20,25,774475776,8346394624,15,9.6,20,920551424,8126898176
19,50159616,8,215744512,6.4,59183104,6.5,59043840,22,22,21,775593984,8346394624,16,8,23,921899008,8126898176
14,50159616,6.8,215805952,6.1,59183104,8.9,59043840,21,23,19,778686464,8346394624,15,18,11,920727552,8126898176
14,50233344,5.7,215678976,6.3,59183104,8.1,59043840,19,19,18,778559488,8346394624,13,18,6.8,920924160,8126898176
14,50630656,4.9,215838720,6.2,59183104,7.4,59043840,19,23,16,779644928,8346394624,14,22,6.8,920530944,8126898176
12,51068928,5.8,215805952,5.8,59183104,7.9,59043840,19,17,20,776187904,8346394624,15,22,7.4,920907776,8126898176
14,51896320,5.9,215928832,6.9,59183104,7.9,59043840,17,17,16,776585216,8346394624,14,19,8.6,921808896,8126898176
14,52371456,5.6,215896064,7,59183104,9,59043840,22,17,26,776658944,8346394624,16,20,12,920907776,8126898176
12,52633600,6.7,215654400,6.1,59183104,7.7,59043840,20,19,21,777805824,8346394624,14,9.2,19,921784320,8126898176
8.8,52649984,5.7,215777280,4.7,53448704,7.6,53379072,18,13,22,772870144,8346394624,9.2,5.6,13,914984960,8126898176
2.9,52649984,4.8,215896064,1.7,53448704,4.1,53338112,4.3,4.4,4.2,771629056,8346394624,5.5,8,3,915058688,8126898176
0.0067,52649984,3,215871488,0,53448704,0,53338112,2.8,2.2,3.4,771612672,8346394624,2,1.8,2.2,915058688,8126898176
0.0099,52649984,0.24,215793664,0,53448704,0,53338112,2.4,2.4,2.4,771612672,8346394624,2.4,2.2,2.6,915058688,8126898176
0.011,52649984,0.25,215896064,0,53448704,0,53338112,3,3.2,2.8,771596288,8346394624,2,2.4,1.6,915058688,8126898176
0.006,52649984,0.25,215818240,0,53448704,0,53338112,2.3,2.2,2.4,772370432,8346394624,2.4,2.4,2.4,915058688,8126898176
0.012,52649984,0.27,215920640,0.29,56680448,0,53338112,3.4,3.6,3.2,771571712,8346394624,2,1.8,2.2,915058688,8126898176
4,52244480,0.25,215818240,3.7,59293696,1.6,59248640,6.4,9.4,3.4,778555392,8346394624,11,5.2,16,921006080,8126898176
11,52879360,2.5,216059904,8,59293696,7.4,59166720,20,29,12,777940992,8346394624,17,7.6,26,920887296,8126898176
16,46297088,4.8,216068096,9.1,59293696,11,59166720,20,21,18,778571776,8346394624,16,7.8,25,921030656,8126898176
17,46768128,5.2,216215552,9.3,59293696,11,59166720,24,31,18,770908160,8346394624,20,11,28,920854528,8126898176
15,46768128,6.9,216211456,9.2,59293696,9.4,59170816,23,31,15,772313088,8346394624,16,8.6,23,920973312,8126898176
15,46788608,7,216236032,8.6,59293696,10,59170816,22,21,22,772182016,8346394624,17,7.2,26,921391104,8126898176
13,47210496,5.6,216252416,8,59293696,11,59170816,21,25,18,772292608,8346394624,20,18,23,921219072,8126898176
14,47648768,7.5,216248320,7.3,59293696,9.2,59170816,23,27,20,773181440,8346394624,17,13,21,921337856,8126898176
14,47693824,8.6,216252416,9,59293696,11,59170816,19,14,24,773541888,8346394624,16,12,20,921010176,8126898176
15,47812608,6.7,216477696,9.4,59293696,11,59170816,23,21,25,773087232,8346394624,18,26,9,922370048,8126898176
15,48746496,5.7,216367104,7.1,59297792,10,59170816,24,26,21,773685248,8346394624,17,26,8.8,920907776,8126898176
18,49926144,6.2,216489984,8.9,59297792,10,59170816,29,35,22,775319552,8346394624,18,17,19,921268224,8126898176
19,50909184,8,216469504,8.1,59297792,11,59170816,24,27,22,776966144,8346394624,17,14,19,921403392,8126898176
12,50929664,7,216702976,6.8,59297792,11,59170816,24,26,23,776568832,8346394624,17,22,11,922271744,8126898176
13,51032064,5.3,216936448,9.1,59297792,8.7,59170816,17,23,12,776441856,8346394624,16,26,7,921665536,8126898176
15,51236864,4.9,216776704,9.1,59297792,10,59170816,22,28,16,776830976,8346394624,18,18,18,922005504,8126898176
12,51335168,5.4,217133056,8.1,59297792,12,59170816,22,16,28,777814016,8346394624,16,7.6,24,920612864,8126898176
13,51822592,6.7,217001984,8.9,59297792,11,59170816,22,28,16,777646080,8346394624,17,9,24,920989696,8126898176
15,52576256,8.7,216989696,9.1,59297792,10,59170816,21,14,28,777670656,8346394624,21,9.4,33,922312704,8126898176
13,52920320,8.3,217202688,8.4,59297792,9.4,59170816,21,17,26,778539008,8346394624,17,7.2,27,920367104,8126898176
7,52842496,5.1,217210880,4.7,53579776,9.5,53460992,15,18,12,771723264,8346394624,7.5,4.6,10,914624512,8126898176
1.3,52842496,2.6,217018368,0.018,53579776,5.3,53460992,4.2,4.6,3.8,771981312,8346394624,2.6,2.4,2.8,914620416,8126898176
0.017,52842496,0.64,217022464,0,53579776,0,53460992,2.5,2.2,2.8,771723264,8346394624,1.9,1.8,2,914620416,8126898176
0.012,52842496,0.33,217108480,0,53579776,0,53460992,3.2,2.8,3.6,771723264,8346394624,2.5,2.6,2.4,915648512,8126898176
0.0059,52842496,0.27,217026560,0,53579776,0,53460992,2.1,2.6,1.6,771465216,8346394624,1.8,1.8,1.8,914616320,8126898176
0.011,52842496,0.28,217112576,0,53579776,0,53460992,3,3.2,2.8,771432448,8346394624,2.4,2.6,2.2,914874368,8126898176
0.45,52842496,0.26,217026560,2.7,59412480,0,53460992,2.5,2.6,2.4,771690496,8346394624,1.9,1.6,2.2,914874368,8126898176
5.7,53895168,0.54,217112576,7.8,59412480,3,59383808,12,12,12,776790016,8346394624,16,22,10,920535040,8126898176
12,53923840,2.5,217260032,10,59412480,8.9,59314176,20,28,13,778240000,8346394624,19,9.6,29,920653824,8126898176
16,45395968,5.9,217272320,8.9,59412480,14,59318272,27,27,26,778608640,8346394624,21,16,26,921030656,8126898176
15,45387776,6.6,217317376,11,59412480,13,59318272,25,26,23,772001792,8346394624,21,29,13,920887296,8126898176
15,45539328,7.4,217321472,11,59412480,13,59318272,24,20,28,771072000,8346394624,20,18,22,920748032,8126898176
16,45817856,8.4,217464832,9.8,59412480,13,59318272,24,23,25,771211264,8346394624,20,8.6,32,920653824,8126898176
15,46190592,5.6,217501696,10,59412480,13,59318272,24,21,27,771854336,8346394624,20,18,22,921251840,8126898176
14,46309376,5.5,217464832,11,59412480,14,59318272,23,19,26,771719168,8346394624,19,22,15,921133056,8126898176
13,46522368,7.1,217542656,11,59416576,12,59318272,26,18,33,772595712,8346394624,20,8.6,31,921231360,8126898176
14,47767552,6.6,217628672,11,59416576,12,59318272,22,19,25,772456448,8346394624,20,8.4,31,920838144,8126898176
17,49082368,6.1,217554944,11,59416576,14,59318272,25,17,32,773595136,8346394624,20,14,26,921755648,8126898176
17,50257920,7.1,217505792,9.6,59416576,14,59318272,28,31,25,774975488,8346394624,20,30,9.8,921530368,8126898176
17,50139136,8.4,217608192,9.4,59416576,12,59318272,25,32,18,776364032,8346394624,20,32,8.6,921382912,8126898176
15,50163712,7.2,217669632,10,59416576,13,59318272,22,15,28,775966720,8346394624,20,20,20,922316800,8126898176
11,50163712,4.8,217505792,9.6,59416576,14,59318272,23,18,28,776114176,8346394624,19,9.4,29,922451968,8126898176
13,50126848,5.1,217653248,10,59416576,13,59318272,23,22,25,776196096,8346394624,20,24,17,922169344,8126898176
15,50294784,8.2,217710592,12,59416576,11,59318272,21,15,27,776060928,8346394624,19,11,27,921755648,8126898176
12,50274304,8.4,217554944,11,59416576,13,59318272,25,19,32,775884800,8346394624,20,16,23,921358336,8126898176
14,50798592,5.6,217706496,11,59416576,15,59318272,23,26,20,777011200,8346394624,21,28,14,921477120,8126898176
13,50831360,5.3,217677824,9.4,59416576,13,59318272,22,18,25,776626176,8346394624,18,25,12,922148864,8126898176
4.6,50831360,5.5,217792512,3.6,53698560,10,53583872,13,8.2,18,769916928,8346394624,7.4,4.2,11,915128320,8126898176
0.53,50831360,2.6,217714688,0.019,53698560,4,53583872,3.5,3.2,3.8,769662976,8346394624,1.7,1.4,2,914866176,8126898176
0.01,50831360,0.44,217698304,0,53698560,0,53583872,2.5,2.8,2.2,769921024,8346394624,2.4,2.6,2.2,915120128,8126898176
0.011,50831360,0.25,217591808,0,53698560,0,53583872,3,3.2,2.8,769916928,8346394624,1.9,2,1.8,914862080,8126898176
0.006,50831360,0.23,217698304,0,53698560,0,53583872,2.4,2.6,2.2,770170880,8346394624,2.6,2.6,2.6,914862080,8126898176
0.018,50831360,0.24,217591808,0,53698560,0,53583872,3.5,3.2,3.8,769929216,8346394624,1.9,2,1.8,915120128,8126898176
0.66,50831360,0.25,217698304,3.7,59531264,0,53583872,2.4,2.6,2.2,770195456,8346394624,5.9,8.8,3,921329664,8126898176
6,51408896,1,217722880,9.8,59531264,5.8,59514880,18,18,18,776605696,8346394624,21,32,10,921526272,8126898176
15,54140928,5,217653248,12,59531264,13,59428864,24,22,25,779063296,8346394624,23,30,16,922464256,8126898176
18,46149632,7.2,217624576,11,59531264,16,59428864,28,31,25,780972032,8346394624,22,27,17,922046464,8126898176
16,46317568,6,217788416,13,59531264,16,59428864,27,19,35,773099520,8346394624,22,14,30,921411584,8126898176
16,46571520,6.4,217751552,14,59531264,15,59428864,27,25,30,773455872,8346394624,21,21,22,921006080,8126898176
16,46739456,5.7,217649152,11,59535360,14,59428864,25,24,26,772800512,8346394624,22,35,8.8,920899584,8126898176
14,47341568,5.9,217821184,11,59535360,15,59428864,27,28,25,774201344,8346394624,23,37,8.2,921530368,8126898176
15,48095232,6.5,217812992,13,59535360,18,59428864,25,35,15,774041600,8346394624,23,31,15,921645056,8126898176
15,48574464,6.5,217812992,14,59535360,16,59428864,27,36,17,774668288,8346394624,22,9.8,34,922578944,8126898176
14,49422336,6.8,217808896,13,59535360,14,59428864,25,35,15,775290880,8346394624,22,20,24,921956352,8126898176
16,50114560,5.8,217915392,11,59535360,16,59428864,27,37,18,775892992,8346394624,22,9,35,922464256,8126898176
19,50278400,6.5,217878528,11,59535360,16,59432960,27,33,22,776466432,8346394624,23,14,32,922644480,8126898176
14,50278400,7.5,217788416,14,59535360,14,59432960,27,27,27,776830976,8346394624,25,15,35,922628096,8126898176
12,50278400,8.4,217821184,14,59535360,16,59432960,24,15,34,776441856,8346394624,23,20,26,921505792,8126898176
13,50278400,7.7,217972736,11,59535360,16,59432960,25,21,29,776568832,8346394624,21,24,18,921366528,8126898176
14,50278400,6,217972736,10,59535360,16,59432960,24,32,17,776908800,8346394624,21,8.2,34,921587712,8126898176
14,50278400,5.9,217874432,12,59535360,16,59432960,25,36,15,776765440,8346394624,21,19,23,922206208,8126898176
14,50278400,5.6,217894912,15,59535360,15,59432960,26,32,20,776667136,8346394624,23,16,30,922034176,8126898176
14,50475008,6,217489408,12,59535360,14,59432960,26,27,25,776486912,8346394624,23,10,36,921911296,8126898176
11,50675712,6.3,217993216,8.6,53825536,16,59437056,22,16,29,777125888,8346394624,19,8,31,921317376,8126898176
3.4,50675712,4.3,218079232,4,53825536,11,53719040,8.8,7.2,10,770387968,8346394624,3.1,3.6,2.6,914817024,8126898176
0.37,50675712,1.5,217694208,0,53825536,2.4,53719040,2.7,2.8,2.6,770129920,8346394624,2.4,2.8,2,914812928,8126898176
0.012,50675712,0.26,217694208,0,53825536,0,53719040,3.3,3.6,3,770088960,8346394624,2.3,2.6,2,915607552,8126898176
0.0077,50675712,0.24,217784320,0,53825536,0,53719040,2.5,2,3,770863104,8346394624,2.3,2.4,2.2,916185088,8126898176
0.012,50675712,0.25,217694208,0,53825536,0,53719040,2.9,3.4,2.4,770088960,8346394624,4.7,2.6,6.8,915050496,8126898176
0.012,50675712,1.7,217706496,0,53825536,0,53719040,2.3,2.4,2.2,770088960,8346394624,2.3,2.6,2,915050496,8126898176
2.6,50688000,1.7,217620480,4.7,59662336,0.0077,54374400,5.8,7.6,4,776810496,8346394624,11,14,8.6,921518080,8126898176
8.1,52465664,1.8,217841664,14,59662336,9,59564032,22,33,11,776708096,8346394624,22,38,7.2,921190400,8126898176
14,53911552,4.4,217972736,16,59662336,17,59564032,29,18,39,780189696,8346394624,25,31,20,922386432,8126898176
19,48996352,6.1,217976832,13,59662336,18,59564032,27,20,33,780816384,8346394624,24,19,28,922677248,8126898176
18,49094656,6.8,217968640,14,59662336,19,59564032,33,38,27,774213632,8346394624,26,20,32,920993792,8126898176
15,49127424,6.5,217903104,15,59662336,17,59564032,27,32,22,774586368,8346394624,25,32,17,922189824,8126898176
15,49405952,5.7,218083328,16,59662336,15,59564032,29,36,22,774696960,8346394624,24,22,25,921481216,8126898176
18,49926144,5.5,218202112,13,59662336,18,59564032,29,33,25,775061504,8346394624,25,28,22,921821184,8126898176
18,50094080,6.1,218034176,13,59662336,20,59564032,28,26,31,775249920,8346394624,24,23,26,921702400,8126898176
15,49991680,7.1,218185728,15,59662336,17,59564032,29,30,28,774856704,8346394624,24,14,34,922066944,8126898176
18,50155520,6.7,218214400,15,59662336,16,59564032,27,20,35,774856704,8346394624,29,12,46,921202688,8126898176
18,50737152,8.4,218107904,13,59662336,19,59564032,30,30,30,776216576,8346394624,24,21,27,922238976,8126898176
17,51724288,9,218308608,12,59662336,19,59564032,32,24,40,776802304,8346394624,26,12,40,921038848,8126898176
17,51744768,6.9,218193920,14,59662336,18,59564032,29,26,32,776888320,8346394624,24,37,11,921702400,8126898176
14,51744768,6.6,218238976,16,59662336,17,59564032,26,26,27,777789440,8346394624,25,39,9.6,923119616,8126898176
14,51757056,6.2,218140672,14,59662336,16,59564032,28,20,36,778436608,8346394624,24,18,31,922550272,8126898176
16,51757056,5.4,218308608,14,59662336,19,59564032,26,22,29,777764864,8346394624,23,25,20,922103808,8126898176
15,51806208,5.2,218333184,15,59662336,18,59564032,28,21,36,777641984,8346394624,24,31,18,921972736,8126898176
15,51851264,6.2,218492928,16,59662336,19,59564032,27,32,22,776962048,8346394624,25,9.8,40,922902528,8126898176
